"m_id","forename","surname","dob","dob_approx","dob_position","dod","age_y","STAT_spouse","STAT_sibling","STAT_parent","STAT_children","ETURL"
938,"Betros","Khalil","1887-00-00",1,NULL,"1912-04-15",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/betros-khalil.html"
939,"Zahie ","Khalil","1892-00-00",1,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/zahie-maria-khalil.html"
940,"John Joseph","Kiernan","1885-10-10",0,NULL,"1912-04-15",26,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-kiernan.html"
941,"Philip","Kiernan","1890-01-24",0,NULL,"1912-04-15",22,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/philip-kiernan.html"
942,"Thomas","Kilgannon","1890-05-06",0,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/thomas-kilgannon.html"
943,"Anton","Kink","1883-03-07",0,NULL,"1959-04-08",29,1,2,NULL,1,"https://www.encyclopedia-titanica.org/titanic-survivor/anton-kink.html"
944,"Maria","Kink","1889-00-00",1,NULL,"1912-04-15",23,NULL,2,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/maria-kink.html"
945,"Vincenz","Kink","1885-07-25",0,NULL,"1912-04-15",26,NULL,2,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/vincenz-kink.html"
946,"Luise","Kink-Heilmann","1886-03-21",0,NULL,"1979-10-16",26,1,NULL,NULL,1,"https://www.encyclopedia-titanica.org/titanic-survivor/luise-kink-heilmann.html"
947,"Luise Gretchen","Kink-Heilmann","1908-04-08",0,NULL,"1992-08-25",4,NULL,NULL,2,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/luise-gretchen-kink-heilmann.html"
948,"Klas Albin","Klasén","1893-07-17",0,NULL,"1912-04-15",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/klas-albin-klasen.html"
949,"Gertrud Emilia","Klasén","1910-12-11",0,NULL,"1912-04-15",1,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/gertrud-emilia-klasen.html"
950,"Hulda Kristina Eugenia","Klasén","1876-03-18",0,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/hulda-kristina-eugenia-klasen.html"
951,"Theodor","Kraeff","0000-00-00",1,NULL,"1912-04-15",NULL,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/theodor-kraeff.html"
952,"Neshan","Krekorian","1886-05-12",0,NULL,"1978-05-21",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/neshan-krekorian.html"
953,"Simon","Kutscher (Lithman)","1884-00-00",1,"A","1912-04-15",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/simon-kutscher-lithman.html"
954,"Sarkīs","Lahhūd Ishaq Mu'awwad","1877-00-00",1,NULL,"1912-04-15",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/sarkis-lahoud-ishaq-mowad.html"
955,"Kristina Sofia","Laitinen","1873-10-12",0,NULL,"1912-04-15",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/kristina-sofia-laitinen.html"
956,"Hristo Lalev","Batoshev","1889-00-00",1,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/hristo-lalev-batoshev.html"
957,"Ali","Lam","1874-00-00",1,NULL,"0000-00-00",38,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/ali-lam.html"
958,"Len","Lam","1889-00-00",1,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/len-lam.html"
959,"Aurora Adelia","Landergren","1889-06-19",0,NULL,"1947-08-02",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/aurora-adelia-landergren.html"
960,"Patrick","Lane","1896-03-01",0,NULL,"1912-04-15",16,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/patrick-lane.html"
961,"Fang","Lang","1880-00-00",1,NULL,"0000-00-00",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/fang-lang.html"
962,"August Viktor","Larsson","1883-02-25",0,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/august-viktor-larsson.html"
963,"Bengt Edvin","Larsson","1882-12-05",0,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/bengt-edvin-larsson.html"
964,"Edvard Larsson","Rondberg","1889-12-02",0,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edvard-larsson-rondberg.html"
965,"Fahīm Rūḥānā","al-Za'innī","1886-10-25",0,NULL,"1927-12-04",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/fahim-philip-zenni-leeni.html"
966,"Frances Marie","Lefebvre","1872-03-18",0,NULL,"1912-04-15",40,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frances-marie-lefebvre.html"
967,"Henry","Lefebvre","1906-07-14",0,NULL,"1912-04-15",5,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/henry-lefebvre.html"
968,"Ida","Lefebvre","1908-12-26",0,NULL,"1912-04-15",3,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/ida-lefebvre.html"
969,"Jeannie","Lefebvre","1903-10-14",0,NULL,"1912-04-15",8,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/jeannie-lefebvre.html"
970,"Mathilde","Lefebvre","1899-05-04",0,NULL,"1912-04-15",12,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/mathilde-lefebvre.html"
971,"Antti Gustaf","Leinonen","1880-00-00",1,NULL,"1912-04-15",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/antti-gustaf-leinonen.html"
972,"Panagiotis K.","Lymperopoulus","1882-00-00",1,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/panagiotis-lymperopoulus.html"
973,"Denis","Lennon","1891-12-09",0,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/denis-lennon.html"
974,"Andrew John","Shannon","1876-04-28",0,NULL,"1912-04-15",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/lionel-leonard.html"
975,"James","Lester","1871-00-00",1,NULL,"1912-04-15",41,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/james-lester.html"
976,"René Aimé","Lievens","1887-10-22",0,NULL,"1912-04-15",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/rene-aime-lievens.html"
977,"Agda Thorilda Viktoria","Lindahl","1886-12-19",0,NULL,"1912-04-15",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/agda-thorilda-viktoria-lindahl.html"
978,"Augusta Charlotta","Lindblom","1867-01-20",0,NULL,"1912-04-15",45,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/augusta-charlotta-lindblom.html"
979,"Edvard Bengtsson","Lindell","1876-01-31",0,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edvard-bengtsson-lindell.html"
980,"Elin Gerda","Lindell","1881-08-25",0,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/elin-gerda-lindell.html"
981,"Eino William","Lindqvist","1892-02-13",0,NULL,"1958-10-31",20,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/eino-william-lindqvist.html"
982,"Michael","Linehan","1890-11-05",0,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/michael-linehan.html"
983,"Lee","Ling","1884-00-00",1,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/lee-ling.html"
984,"Wenzel","Linhart","1884-00-00",1,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/wenzel-linhart.html"
985,"David","Livshin","1887-00-00",1,NULL,"1912-04-15",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/david-abraham-harmer-livshin.html"
986,"William Arthur","Lobb","1881-00-00",0,NULL,"1912-04-15",31,1,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-arthur-lobb.html"
987,"Cordelia","Lobb","1878-00-00",0,NULL,"1912-04-15",34,1,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/cordelia-lobb.html"
988,"Edward Thomas","Lockyer","1892-11-03",0,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/edward-thomas-lockyer.html"
989,"John Hall","Lovell","1892-00-00",1,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-hall-henry-lovell.html"
990,"Nikola","Lulić","1883-02-24",0,NULL,"1962-09-20",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/nikola-lulic.html"
991,"Johan Svensson","Lundahl","1861-08-10",0,NULL,"1912-04-15",50,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/johan-svensson-lundahl.html"
992,"Thure Edvin","Lundström","1880-03-08",0,NULL,"1942-10-10",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/thure-edvin-lundstrom.html"
993,"Stanko","Lyntakoff","1868-00-00",1,NULL,"1912-04-15",44,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/stanko-lyntakoff.html"
994,"George William","MacKay","1892-01-05",0,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/george-william-mackay.html"
995,"Margaret ","Madigan","1890-08-11",0,NULL,"1968-12-14",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/margaret-maggie-madigan.html"
996,"Fridtjof Arne","Madsen","1888-03-17",0,NULL,"1972-01-23",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/fridtjof-arne-madsen.html"
997,"Matti Alexanteri","Mäenpää","1889-10-07",0,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/matti-alexanteri-maenpaa.html"
998,"Bridget Delia","Mahon","1892-03-05",0,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/bridget-delia-mahon.html"
999,"Simon","Meisnere","1878-00-00",1,NULL,"1912-04-15",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/simon-maisner.html"
1000,"Kalle Edvard","Mäkinen","1882-05-21",0,NULL,"1912-04-15",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/kalle-edvard-makinen.html"
1001,"Hannā Mikā'īl","Māmā","1892-02-10",0,NULL,"1952-04-18",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/hanna-mamee.html"
1002,"Mary","Mangan","1879-09-08",0,NULL,"1912-04-15",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/mary-mangan.html"
1003,"Margaret","Mannion","1883-11-06",0,NULL,"1970-05-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/margaret-mannion.html"
1004,"Sarkis","Mardirosian","1887-00-00",1,NULL,"1912-04-15",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/sarkis-mardirosian.html"
1005,"Dmitri","Marinko","1889-00-00",1,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/dmitri-marinko.html"
1006,"Marin","Markoff","1877-00-00",1,NULL,"1912-04-15",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/marin-markoff.html"
1007,"Johann","Markun","1879-00-00",1,NULL,"1912-04-15",33,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/johann-markun.html"
1008,"Nicola","Matinoff","1882-00-00",1,NULL,"1912-04-15",30,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/nicola-matinoff.html"
1009,"Catherine ","McCarthy","1887-09-25",0,NULL,"1948-11-12",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/catherine-katie-mccarthy.html"
1010,"Thomas Joseph","McCormack","1892-12-12",0,NULL,"1975-11-04",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/thomas-joseph-mccormack.html"
1011,"Agnes","McCoy","1882-06-29",0,NULL,"1957-01-14",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/agnes-mccoy.html"
1012,"Alice","McCoy","1885-08-18",0,NULL,"1959-12-28",26,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/alice-mccoy.html"
1013,"Bernard","McCoy","1887-11-24",0,NULL,"1945-07-19",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/bernard-mccoy.html"
1014,"Bridget Delia","McDermott","1881-03-08",0,NULL,"1959-11-03",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/bridget-delia-mcdermott.html"
1015,"Michael","McEvoy","1892-00-00",1,NULL,"1912-04-15",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/michael-mcevoy.html"
1016,"Mary","McGovern","1891-06-07",0,NULL,"1957-08-24",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/mary-mcgovern.html"
1017,"Catherine","McGowan","1869-10-16",0,NULL,"1912-04-15",42,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/catherine-mcgowan.html"
1018,"Anna Louise","McGowan","1894-07-05",0,NULL,"1990-01-30",17,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/anna-annie-mcgowan.html"
1019,"Martin","McMahon","1893-02-17",0,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/martin-mcmahon.html"
1020,"Neal","McNamee","1884-08-29",0,NULL,"1912-04-15",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/neal-mcnamee.html"
1021,"Eileen","McNamee","1892-12-16",0,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/eileen-mcnamee.html"
1022,"Bridget","McNeill","1880-02-29",0,NULL,"1912-04-15",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/bridget-mcneill.html"
1023,"Marian","Meanwell","1849-12-07",0,NULL,"1912-04-15",62,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/marian-meanwell.html"
1024,"John","Meehan","1890-00-00",1,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/john-meehan.html"
1025,"Annie Louisa","Meek","1880-00-00",1,NULL,"1912-04-15",32,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/annie-louise-rowley-meek.html"
1026,"Alfonzo","Meo (Martino)","1864-01-25",0,NULL,"1912-04-15",48,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/alfonzo-meo-martino.html"
1027,"Robert","Mernagh","1883-12-30",0,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/robert-mernagh.html"
1028,"Karl Albert","Midtsjø","1890-08-04",0,NULL,"1939-01-25",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/karl-albert-midtsjo.html"
1029,"Stoytcho","Mihoff","1884-00-00",1,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/stoytcho-mihoff.html"
1030,"Frank","Miles","1889-00-00",1,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/frank-miles.html"
1031,"Ivan","Mineff","1888-00-00",1,NULL,"1912-04-15",24,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/ivan-mineff.html"
1032,"Lazar","Minkoff","1891-00-00",1,NULL,"1912-04-15",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/lazar-minkoff.html"
1033,"Mito","Mitkoff","1889-00-00",1,NULL,"1912-04-15",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/mito-mitkoff.html"
1034,"Ellen Mary","Mockler","1889-04-01",0,NULL,"1984-04-01",23,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/ellen-mary-mockler.html"
1035,"Sigurd Hansen","Moen","1885-01-17",0,NULL,"1912-04-15",27,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/sigurd-hansen-moen.html"
1036,"Beila","Moor","1882-05-20",0,NULL,"1958-01-30",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/beila-moor.html"
1037,"Meier","Moor","1904-11-15",0,NULL,"1975-04-15",7,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/meier-moor.html"
1038,"Leonard Charles","Moore","1893-02-25",0,NULL,"1912-04-15",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/leonard-charles-moore.html"
1039,"Bridget","Moran","1883-09-09",0,NULL,"1961-04-15",28,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/bertha-bridget-moran.html"
1040,"Daniel J.","Moran","1883-07-07",0,NULL,"1912-04-15",28,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/daniel-james-moran.html"
1041,"William","Morley","1878-01-08",0,NULL,"1912-04-15",34,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-morley.html"
1042,"Thomas Rowan","Morrow","1880-04-26",0,NULL,"1912-04-15",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/thomas-rowan-morrow.html"
1043,"Albert Johan","Moss","1882-12-14",0,NULL,"1973-07-04",29,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/albert-johan-moss.html"
1044,"Amīnah","Mubārik","1887-00-00",1,NULL,"1922-00-00",25,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/omine-moubarek.html"
1045,"Jirjis","Mubārik","1904-11-27",0,NULL,"1979-10-24",7,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/gerios-george-moubarek.html"
1046,"Halīm","Mubārik","1907-07-15",0,NULL,"1975-08-29",4,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/halim-gonios-william-george-moubarek.html"
1047,"Mantoura Boulos","Moussa","1877-00-00",1,NULL,"0000-00-00",35,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/mantoura-boulos-moussa.html"
1048,"Fatīmah Muhammad ","Muslamānī","1890-01-12",0,NULL,"1971-02-16",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/fatima-mousselmani.html"
1049,"Rahamin Haim","Moutal","1884-00-00",1,NULL,"1912-04-15",28,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/rahamin-haim-moutal.html"
1050,"Catherine ","Mullin","1890-07-28",0,NULL,"1970-11-01",21,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/catherine-mullin.html"
1051,"Mary","Mullin","1893-08-31",1,NULL,"1912-04-15",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/mary-lennon-mullin.html"
1052,"Bridget Elizabeth","Mulvihill","1886-09-10",0,NULL,"1959-10-15",25,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/bridget-mulvihill.html"
1053,"Joseph","Murdlin","1890-00-00",1,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/joseph-murdlin.html"
1054,"Nora","Murphy","1880-05-11",0,NULL,"0000-00-00",31,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/nora-murphy.html"
1055,"Margaret ","Murphy","1887-03-17",0,NULL,"1957-09-29",25,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/margaret-murphy.html"
1056,"Catherine ","Murphy","1893-10-06",0,NULL,"1968-09-24",18,NULL,1,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/catherine-kate-murphy.html"
1057,"Pehr Fabian Oliver Malkolm","Myhrman","1893-10-10",0,NULL,"1912-04-15",18,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/pehr-fabian-oliver-malkolm-myhrman.html"
1058,"Penko","Naidenoff","1890-00-00",1,NULL,"1912-04-15",22,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/penko-naidenoff.html"
1059,"Adāl","Najīb Qiyāmah","1896-11-14",0,NULL,"1924-02-08",15,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/adele-jane-najib-kiamie.html"
1060,"Toufik","Nakhli","1895-00-00",1,NULL,"1912-04-15",17,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/toufik-nakhli.html"
1061,"Sa'īd Antūn","Nakid","1891-07-06",0,NULL,"1926-12-30",20,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/sahid-nakid.html"
1062,"Wadi'ah ","Nakid","1892-11-18",0,NULL,"1963-01-23",19,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/waika-mary-nakid.html"
1063,"Mariayam","Nakid","1911-03-00",1,NULL,"1912-07-30",1,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-survivor/maria-nakid.html"
1064,"William Henry","Nancarrow","1876-00-00",1,NULL,"1912-04-15",36,NULL,NULL,NULL,NULL,"https://www.encyclopedia-titanica.org/titanic-victim/william-henry-nancarrow.html"
